Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6336-2,20-06-2016,2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,23-06-2016,$1.60,$2.62,$1.02,30,$78.60,5%,$3.93,$74.67,$0.80,$75.47
6337-1,25-06-2016,2016,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,27-06-2016,$2.90,$4.76,$1.86,5,$23.80,9%,$2.14,$21.66,$0.88,$22.54
6338-1,28-06-2016,2016,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,30-06-2016,$1.84,$2.88,$1.04,25,$72.00,4%,$2.88,$69.12,$1.49,$70.61
6339-1,29-06-2016,2016,Cyma Kinney,10 Lake Street,Perth,WA,Small Business,Phoebe Gour,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,04-07-2016,$3.32,$5.18,$1.86,1,$5.18,2%,$0.10,$5.08,$2.04,$7.12
6339-2,29-06-2016,2016,Cyma Kinney,10 Lake Street,Perth,WA,Small Business,Phoebe Gour,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,03-07-2016,$2.98,$5.84,$2.86,4,$23.36,9%,$2.10,$21.26,$0.83,$22.09
6340-1,29-06-2016,2016,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,01-07-2016,$3.14,$4.91,$1.77,28,$137.48,8%,$11.00,$126.48,$0.50,$126.98
6342-1,30-06-2016,2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,02-07-2016,$13.88,$22.38,$8.50,9,$201.42,3%,$6.04,$195.38,$15.10,$210.48
6343-1,30-06-2016,2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Corporate,Phoebe Gour,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,01-07-2016,$0.24,$1.26,$1.02,47,$59.22,0%,$0.00,$59.22,$0.70,$59.92
6345-1,02-07-2016,2016,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,04-07-2016,$1.84,$2.88,$1.04,18,$51.84,3%,$1.56,$50.28,$0.99,$51.27
6346-1,02-07-2016,2016,Astrea Jones,"14 Knebworth Avenue, Perth",Sydney,NSW,Corporate,Leighton Forrest,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,04-07-2016,$1.60,$2.62,$1.02,16,$41.92,9%,$3.77,$38.15,$0.80,$38.95
6347-1,02-07-2016,2016,Randy Ferguson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Low,Aluminum Document Frame,Furniture,Small Pack,Regular Air,09-07-2016,$5.50,$12.22,$6.72,46,$562.12,3%,$16.86,$545.26,$2.85,$548.11
6348-1,03-07-2016,2016,Philip Fox,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,05-07-2016,$0.87,$1.81,$0.94,50,$90.50,8%,$7.24,$83.26,$0.75,$84.01
6349-1,05-07-2016,2016,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,07-07-2016,$2.26,$3.58,$1.32,36,$128.88,4%,$5.16,$123.72,$5.47,$129.19
6351-1,07-07-2016,2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,Regular Air,08-07-2016,$1.09,$1.68,$0.59,50,$84.00,9%,$7.56,$76.44,$1.00,$77.44
6352-1,11-07-2016,2016,Katherine Murray,"18 Whistler St,Sydney",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,12-07-2016,$3.48,$5.43,$1.95,2,$10.86,3%,$0.33,$10.53,$0.95,$11.48
6353-1,12-07-2016,2016,Debra Catini,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,13-07-2016,$3.65,$5.98,$2.33,22,$131.56,7%,$9.21,$122.35,$1.49,$123.84
6354-1,16-07-2016,2016,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,18-07-2016,$32.02,$152.48,$120.46,2,$304.96,3%,$9.15,$295.81,$4.00,$299.81
6355-1,17-07-2016,2016,Kean Thornton,65 Palmerston Street,Perth,WA,Corporate,Natasha Song,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,18-07-2016,$0.93,$1.60,$0.67,39,$62.40,10%,$6.24,$56.16,$1.29,$57.45
6356-1,27-07-2016,2016,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,Critical,HFX 610 Color Digital Copier / Printer,Technology,Large Box,Regular Air,29-07-2016,$269.99,$449.99,$180.00,3,"$1,349.97",6%,$81.00,"$1,268.97",$24.49,"$1,293.46"
6358-1,28-07-2016,2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,30-07-2016,$13.88,$22.38,$8.50,18,$402.84,5%,$20.14,$382.70,$15.10,$397.80
6359-1,02-08-2016,2016,Dean Percer,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,04-08-2016,$178.83,$415.88,$237.05,4,"$1,663.52",4%,$66.54,"$1,596.98",$11.37,"$1,608.35"
6361-1,03-08-2016,2016,Michael Stewart,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,04-08-2016,$4.79,$11.97,$7.18,49,$586.53,9%,$52.79,$533.74,$5.81,$539.55
6362-1,04-08-2016,2016,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,06-08-2016,$54.52,$100.97,$46.45,41,"$4,139.77",3%,$124.19,"$4,015.58",$7.18,"$4,022.76"
6364-1,05-08-2016,2016,Beth Thompson,"101 Murray Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,06-08-2016,$1.17,$2.78,$1.61,6,$16.68,1%,$0.17,$16.51,$1.20,$17.71
6365-1,07-08-2016,2016,Maureen Gastineau,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Airmail Envelopes,Office Supplies,Small Box,Regular Air,08-08-2016,$52.04,$83.93,$31.89,37,"$3,105.41",3%,$93.16,"$3,012.25",$19.99,"$3,032.24"
6367-1,08-08-2016,2016,Michelle Arnett,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,09-08-2016,$2.45,$3.89,$1.44,18,$70.02,4%,$2.80,$67.22,$7.01,$74.23
6369-1,11-08-2016,2016,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,13-08-2016,$2.29,$3.69,$1.40,13,$47.97,4%,$1.92,$46.05,$0.50,$46.55
6370-1,11-08-2016,2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,13-08-2016,$0.24,$1.26,$1.02,34,$42.84,0%,$0.00,$42.84,$0.70,$43.54
6371-1,15-08-2016,2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Artisan Binder Labels,Office Supplies,Small Box,Express Air,20-08-2016,$2.45,$3.89,$1.44,30,$116.70,9%,$10.50,$106.20,$7.01,$113.21
6373-1,17-08-2016,2016,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,18-08-2016,$2.90,$4.76,$1.86,1,$4.76,2%,$0.10,$4.66,$0.88,$5.54
6374-1,18-08-2016,2016,Emily Grady,14 Money Street,Perth,WA,Home Office,Phoebe Gour,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Express Air,20-08-2016,$4.53,$7.30,$2.77,41,$299.30,5%,$14.97,$284.34,$7.72,$292.06
6376-1,18-08-2016,2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Colored Envelopes,Office Supplies,Small Box,Regular Air,22-08-2016,$2.25,$3.69,$1.44,16,$59.04,2%,$1.18,$57.86,$2.50,$60.36
6377-1,20-08-2016,2016,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,25-08-2016,$2.31,$3.78,$1.47,28,$105.84,6%,$6.35,$99.49,$0.71,$100.20
6379-1,23-08-2016,2016,Maria Zettner,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,25-08-2016,$11.11,$19.84,$8.73,22,$436.48,6%,$26.19,$410.29,$4.10,$414.39
6380-1,24-08-2016,2016,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Low,600 Series Non-Flip,Technology,Small Box,Regular Air,24-08-2016,$19.78,$45.99,$26.21,46,"$2,115.54",10%,$211.55,"$1,903.99",$4.99,"$1,908.98"
6382-1,24-08-2016,2016,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,27-08-2016,$1.59,$2.61,$1.02,34,$88.74,0%,$0.00,$88.74,$0.50,$89.24
6384-1,24-08-2016,2016,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Low,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,02-09-2016,$377.99,$599.99,$222.00,16,"$9,599.84",0%,$0.00,"$9,599.84",$24.49,"$9,624.33"
6384-2,24-08-2016,2016,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,02-09-2016,$11.11,$19.84,$8.73,39,$773.76,1%,$7.74,$766.02,$4.10,$770.12
6387-1,24-08-2016,2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,Samantha Chairs,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,24-08-2016,$1.53,$2.78,$1.25,23,$63.94,1%,$0.64,$63.30,$1.34,$64.64
6388-1,24-08-2016,2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,25-08-2016,$16.85,$27.18,$10.33,50,"$1,359.00",2%,$27.18,"$1,331.82",$8.23,"$1,340.05"
6389-1,27-08-2016,2016,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Small Pack,Express Air,28-08-2016,$5.19,$12.98,$7.79,42,$545.16,5%,$27.26,$517.90,$3.14,$521.04
6390-1,31-08-2016,2016,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Critical,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,02-09-2016,$3.32,$5.18,$1.86,32,$165.76,6%,$9.95,$155.81,$2.04,$157.85
6391-1,03-09-2016,2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,TechSavi Access Keyboard,Technology,Small Box,Regular Air,05-09-2016,$10.07,$15.98,$5.91,30,$479.40,8%,$38.35,$441.05,$4.00,$445.05
6392-1,04-09-2016,2016,Meg Tillman,"531 King St,Newtown",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,07-09-2016,$3.84,$6.30,$2.46,40,$252.00,4%,$10.08,$241.92,$0.50,$242.42
6393-1,05-09-2016,2016,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,07-09-2016,$2.31,$3.78,$1.47,38,$143.64,3%,$4.31,$139.33,$0.71,$140.04
6394-1,06-09-2016,2016,Darrin Van Huff,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,300 Series Non-Flip,Technology,Small Box,Express Air,08-09-2016,$62.40,$155.99,$93.59,22,"$3,431.78",2%,$68.64,"$3,363.14",$8.08,"$3,371.22"
6395-1,06-09-2016,2016,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,08-09-2016,$1.92,$3.26,$1.34,38,$123.88,2%,$2.48,$121.40,$1.86,$123.26
6396-1,13-09-2016,2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Small Box,Express Air,20-09-2016,$4.03,$9.38,$5.35,46,$431.48,9%,$38.83,$392.65,$7.28,$399.93
6397-1,14-09-2016,2016,Nathan Gelder,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,16-09-2016,$1.76,$2.94,$1.18,26,$76.44,3%,$2.29,$74.15,$0.81,$74.96
6399-1,15-09-2016,2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,High,Emerson LQ-870 Dot Matrix Printer,Technology,Jumbo Drum,Delivery Truck,16-09-2016,$219.61,$535.64,$316.03,44,"$23,568.16",3%,$707.04,"$22,861.12",$14.70,"$22,875.82"
6401-1,17-09-2016,2016,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,19-09-2016,$6.39,$19.98,$13.59,44,$879.12,3%,$26.37,$852.75,$4.00,$856.75
6402-1,18-09-2016,2016,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,18-09-2016,$3.14,$4.91,$1.77,13,$63.83,1%,$0.64,$63.19,$0.50,$63.69
6403-1,18-09-2016,2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,20-09-2016,$5.33,$8.60,$3.27,2,$17.20,3%,$0.52,$16.68,$6.19,$22.87
6403-2,18-09-2016,2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,19-09-2016,$67.73,$165.20,$97.47,10,"$1,652.00",8%,$132.16,"$1,519.84",$19.99,"$1,539.83"
6407-1,20-09-2016,2016,Ashley Jarboe,"14 Knebworth Avenue, Perth",Melbourne,VIC,Small Business,Connor Betts,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,20-09-2016,$4.79,$11.97,$7.18,38,$454.86,2%,$9.10,$445.76,$5.81,$451.57
6409-1,20-09-2016,2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,20-09-2016,$3.48,$5.43,$1.95,12,$65.16,1%,$0.65,$64.51,$0.95,$65.46
6411-1,21-09-2016,2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,21-09-2016,$2.45,$3.89,$1.44,50,$194.50,8%,$15.56,$178.94,$7.01,$185.95
6413-1,22-09-2016,2016,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,23-09-2016,$2.52,$4.00,$1.48,22,$88.00,9%,$7.92,$80.08,$1.30,$81.38
6414-1,23-09-2016,2016,Christine Phan,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,26-09-2016,$3.40,$5.40,$2.00,38,$205.20,3%,$6.16,$199.04,$7.78,$206.82
6415-1,25-09-2016,2016,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,26-09-2016,$4.46,$10.89,$6.43,19,$206.91,7%,$14.48,$192.43,$4.50,$196.93
6417-1,26-09-2016,2016,Christopher Martinez,30 Wellington Street,Perth,WA,Small Business,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,28-09-2016,$13.88,$22.38,$8.50,34,$760.92,7%,$53.26,$707.66,$15.10,$722.76
6417-2,26-09-2016,2016,Christopher Martinez,31 Wellington Street,Perth,WA,Small Business,Tina Carlton,Medium,TechSavi Cordless Access Keyboard,Technology,Small Box,Express Air,27-09-2016,$14.70,$29.99,$15.29,36,"$1,079.64",3%,$32.39,"$1,047.25",$5.50,"$1,052.75"
6418-1,26-09-2016,2016,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,Regular Air,05-10-2016,$21.97,$35.44,$13.47,44,"$1,559.36",1%,$15.59,"$1,543.77",$4.92,"$1,548.69"
6422-1,28-09-2016,2016,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,30-09-2016,$19.83,$30.98,$11.15,30,$929.40,3%,$27.88,$901.52,$19.51,$921.03
6423-1,30-09-2016,2016,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,02-10-2016,$4.59,$7.28,$2.69,50,$364.00,1%,$3.64,$360.36,$11.15,$371.51
6425-1,01-10-2016,2016,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,02-10-2016,$19.83,$30.98,$11.15,37,"$1,146.26",1%,$11.46,"$1,134.80",$19.51,"$1,154.31"
6426-1,01-10-2016,2016,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,02-10-2016,$1.30,$2.88,$1.58,46,$132.48,5%,$6.62,$125.86,$1.01,$126.87
6427-1,06-10-2016,2016,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,08-10-2016,$3.52,$5.68,$2.16,23,$130.64,2%,$2.61,$128.03,$1.39,$129.42
6429-1,08-10-2016,2016,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,08-10-2016,$11.04,$16.98,$5.94,43,$730.14,9%,$65.71,$664.43,$12.39,$676.82
6430-1,11-10-2016,2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,15-10-2016,$2.31,$3.78,$1.47,22,$83.16,10%,$8.32,$74.84,$0.71,$75.55
6432-1,12-10-2016,2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,14-10-2016,$54.29,$90.48,$36.19,25,"$2,262.00",2%,$45.24,"$2,216.76",$19.99,"$2,236.75"
6433-1,13-10-2016,2016,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,18-10-2016,$16.85,$27.18,$10.33,38,"$1,032.84",1%,$10.33,"$1,022.51",$8.23,"$1,030.74"
6434-1,14-10-2016,2016,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,17-10-2016,$6.39,$19.98,$13.59,9,$179.82,6%,$10.79,$169.03,$4.00,$173.03
6436-1,15-10-2016,2016,Barry Franz,"65 Palmerston Street, Perth",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,15-10-2016,$56.16,$136.98,$80.82,27,"$3,698.46",9%,$332.86,"$3,365.60",$24.49,"$3,390.09"
6437-1,15-10-2016,2016,Lisa DeCherney,"324A King St,Newtown",Sydney,NSW,Consumer,Mihael Khan,Low,Smiths Paper Clips,Office Supplies,Wrap Bag,Express Air,15-10-2016,$1.53,$2.47,$0.94,45,$111.15,7%,$7.78,$103.37,$1.02,$104.39
6437-2,15-10-2016,2016,Lisa DeCherney,"324A King St,Newtown",Sydney,NSW,Consumer,Mihael Khan,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,19-10-2016,$3.48,$5.43,$1.95,11,$59.73,0%,$0.00,$59.73,$0.95,$60.68
6438-1,16-10-2016,2016,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,18-10-2016,$1.09,$2.60,$1.51,12,$31.20,5%,$1.56,$29.64,$2.40,$32.04
6440-1,18-10-2016,2016,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,21-10-2016,$56.16,$136.98,$80.82,21,"$2,876.58",5%,$143.83,"$2,732.75",$24.49,"$2,757.24"
6442-1,19-10-2016,2016,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,21-10-2016,$5.19,$12.98,$7.79,49,$636.02,9%,$57.24,$578.78,$3.14,$581.92
6443-1,20-10-2016,2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,20-10-2016,$2.26,$3.58,$1.32,34,$121.72,7%,$8.52,$113.20,$5.47,$118.67
6445-1,22-10-2016,2016,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,24-10-2016,$1.59,$2.61,$1.02,44,$114.84,7%,$8.04,$106.80,$0.50,$107.30
6447-1,23-10-2016,2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,25-10-2016,$8.82,$20.99,$12.17,17,$356.83,0%,$0.00,$356.83,$4.81,$361.64
6449-1,23-10-2016,2016,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,30-10-2016,$56.16,$136.98,$80.82,3,$410.94,10%,$41.09,$369.85,$24.49,$394.34
6451-1,23-10-2016,2016,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,Preston Senome,Medium,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,25-10-2016,$1.84,$2.88,$1.04,32,$92.16,1%,$0.92,$91.24,$1.49,$92.73
6453-1,25-10-2016,2016,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 479 Labels,Office Supplies,Small Box,Express Air,27-10-2016,$1.59,$2.61,$1.02,25,$65.25,4%,$2.61,$62.64,$0.50,$63.14
6455-1,25-10-2016,2016,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,Phoebe Gour,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,27-10-2016,$0.90,$2.10,$1.20,33,$69.30,5%,$3.47,$65.84,$0.70,$66.54
6457-1,27-10-2016,2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,28-10-2016,$54.52,$100.97,$46.45,29,"$2,928.13",5%,$146.41,"$2,781.72",$7.18,"$2,788.90"
6457-2,27-10-2016,2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,27-10-2016,$2.59,$3.98,$1.39,4,$15.92,9%,$1.43,$14.49,$2.97,$17.46
6460-1,28-10-2016,2016,Joni Sundaresam,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Express Air,06-11-2016,$4.46,$10.89,$6.43,30,$326.70,8%,$26.14,$300.56,$4.50,$305.06
